timestamp,open,high,low,close,volume
2011-03-20,455.55,455.55,455.55,455.55,0.0
2011-03-25,452.72,452.72,452.72,452.72,0.0
2011-03-28,449.52,449.52,449.52,449.52,0.0
2011-03-31,437.09,437.09,437.09,437.09,0.0
2011-04-11,435.96,435.96,435.96,435.96,0.0
2011-04-17,434.83,434.83,434.83,434.83,0.0
2011-05-10,429.75,429.75,429.75,429.75,0.0
2011-05-12,425.23,425.23,425.23,425.23,0.0
2011-05-16,416.19,416.19,416.19,416.19,0.0
2011-05-18,415.05,415.05,415.05,415.05,0.0
2011-05-24,400.36,400.36,400.36,400.36,0.0
2011-05-25,402.06,402.06,402.06,402.06,0.0
2011-06-06,398.66,398.66,398.66,398.66,0.0
2011-06-08,402.06,402.06,402.06,402.06,0.0
2011-06-09,405.45,405.45,405.45,405.45,0.0
2011-06-12,404.32,404.32,404.32,404.32,0.0
2011-06-13,402.06,402.06,402.06,402.06,0.0
2011-06-14,402.62,402.62,402.62,402.62,0.0
2011-06-16,400.35,400.35,400.35,400.35,0.0
2011-06-27,402.42,402.42,402.42,402.42,0.0
2011-06-30,402.42,402.42,402.42,402.42,0.0
2011-07-03,405.81,405.81,405.81,405.81,0.0
2011-07-06,409.2,409.2,409.2,409.2,0.0
2011-07-07,405.81,405.81,405.81,405.81,0.0
2011-07-10,409.2,409.2,409.2,409.2,0.0
2011-07-11,412.59,412.59,412.59,412.59,0.0
2011-07-13,412.59,412.59,412.59,412.59,0.0
2011-07-14,412.59,412.59,412.59,412.59,0.0
2011-07-24,408.07,408.07,408.07,408.07,0.0
2011-07-26,407.69,407.69,407.69,407.69,0.0
2011-07-28,407.31,407.31,407.31,407.31,0.0
2011-07-31,409.57,409.57,409.57,409.57,0.0
2011-08-01,405.05,405.05,405.05,405.05,0.0
2011-08-02,405.05,405.05,405.05,405.05,0.0
2011-08-03,405.05,405.05,405.05,405.05,0.0
2011-08-07,403.54,403.54,403.54,403.54,0.0
2011-08-09,404.66,404.66,404.66,404.66,0.0
2011-08-17,404.29,404.29,404.29,404.29,0.0
2011-08-18,387.89,387.89,387.89,387.89,0.0
2011-08-22,387.14,387.14,387.14,387.14,0.0
2011-08-23,387.7,387.7,387.7,387.7,0.0
2011-08-24,388.07,388.07,388.07,388.07,0.0
2011-08-25,388.27,388.27,388.27,388.27,0.0
2011-08-28,387.32,387.32,387.32,387.32,0.0
2011-08-29,387.89,387.89,387.89,387.89,0.0
2011-08-30,387.32,387.32,387.32,387.32,0.0
2011-09-04,386.76,386.76,386.76,386.76,0.0
2011-09-08,385.82,385.82,385.82,385.82,0.0
2011-09-14,385.44,385.44,385.44,385.44,0.0
2011-09-15,385.82,385.82,385.82,385.82,0.0
2011-09-18,381.09,381.09,381.09,381.09,0.0
2011-09-20,381.09,381.09,381.09,381.09,0.0
2011-09-21,383.73,383.73,383.73,383.73,0.0
2011-09-22,383.73,383.73,383.73,383.73,0.0
2011-09-25,382.6,382.6,382.6,382.6,0.0
2011-09-26,382.22,382.22,382.22,382.22,0.0
2011-09-29,381.66,381.66,381.66,381.66,0.0
2011-10-09,382.04,382.04,382.04,382.04,0.0
2011-10-10,381.66,381.66,381.66,381.66,0.0
2011-10-17,380.52,380.52,380.52,380.52,0.0
2011-10-19,378.63,378.63,378.63,378.63,0.0
2011-10-20,379.01,379.01,379.01,379.01,0.0
2011-10-23,378.25,378.25,378.25,378.25,0.0
2011-10-24,379.01,379.01,379.01,379.01,0.0
2011-10-30,379.01,379.01,379.01,379.01,0.0
2011-11-08,382.4,382.4,382.4,382.4,0.0
2011-11-09,382.96,382.96,382.96,382.96,0.0
2011-11-10,382.96,382.96,382.96,382.96,0.0
2011-11-13,384.85,384.85,384.85,384.85,0.0
2011-11-15,384.85,384.85,384.85,384.85,0.0
2011-11-17,383.35,383.35,383.35,383.35,0.0
2011-11-20,383.35,383.35,383.35,383.35,0.0
2011-11-21,385.05,385.05,385.05,385.05,0.0
2011-11-22,384.48,384.48,384.48,384.48,0.0
2011-11-23,384.86,384.86,384.86,384.86,0.0
2011-11-24,385.24,385.24,385.24,385.24,0.0
2011-11-27,385.24,385.24,385.24,385.24,0.0
2011-12-04,395.79,395.79,395.79,395.79,0.0
2011-12-05,398.8,398.8,398.8,398.8,0.0
2011-12-07,402.57,402.57,402.57,402.57,0.0
2011-12-12,402.12,402.12,402.12,402.12,0.0
2011-12-15,403.63,403.63,403.63,403.63,0.0
2011-12-21,404.2,404.2,404.2,404.2,0.0
2011-12-22,404.2,404.2,404.2,404.2,0.0
2011-12-28,405.9,405.9,405.9,405.9,0.0
2011-12-29,405.9,405.9,405.9,405.9,0.0
2012-01-01,405.52,405.52,405.52,405.52,0.0
2012-01-02,404.76,404.76,404.76,404.76,0.0
2012-01-03,404.76,404.76,404.76,404.76,0.0
2012-01-04,406.28,406.28,406.28,406.28,0.0
2012-01-08,405.71,405.71,405.71,405.71,0.0
2012-01-17,407.23,407.23,407.23,407.23,0.0
2012-01-23,411.3,411.3,411.3,411.3,0.0
2012-01-25,410.54,410.54,410.54,410.54,0.0
2012-01-26,411.3,411.3,411.3,411.3,0.0
2012-01-31,410.73,410.73,410.73,410.73,0.0
2012-02-01,433.79,433.79,433.79,433.79,0.0
2012-02-07,433.41,433.41,433.41,433.41,0.0
2012-02-09,433.03,433.03,433.03,433.03,0.0
2012-02-21,428.4,428.4,428.4,428.4,0.0
2012-02-23,427.27,427.27,427.27,427.27,0.0
2012-02-26,426.13,426.13,426.13,426.13,0.0
2012-02-27,430.39,430.39,430.39,430.39,0.0
2012-02-28,430.01,430.01,430.01,430.01,0.0
2012-02-29,429.44,429.44,429.44,429.44,0.0
2012-03-05,430.01,430.01,430.01,430.01,0.0
2012-03-06,432.72,432.72,432.72,432.72,0.0
2012-03-12,433.28,433.28,433.28,433.28,0.0
2012-03-15,432.91,432.91,432.91,432.91,0.0
2012-03-19,432.34,432.34,432.34,432.34,0.0
2012-03-20,432.91,432.91,432.91,432.91,0.0
2012-03-21,438.33,438.33,438.33,438.33,0.0
2012-03-25,438.33,438.33,438.33,438.33,0.0
2012-03-27,436.64,436.64,436.64,436.64,0.0
2012-03-28,435.88,435.88,435.88,435.88,0.0
2012-04-01,434.75,434.75,434.75,434.75,0.0
2012-04-02,438.82,438.82,438.82,438.82,0.0
2012-04-04,438.44,438.44,438.44,438.44,0.0
2012-04-09,437.31,437.31,437.31,437.31,0.0
2012-04-19,437.31,437.31,437.31,437.31,0.0
2012-04-22,436.94,436.94,436.94,436.94,0.0
2012-05-08,437.69,437.69,437.69,437.69,0.0
2012-05-10,437.31,437.31,437.31,437.31,0.0
2012-05-16,437.31,437.31,437.31,437.31,0.0
2012-05-21,442.52,442.52,442.52,442.52,0.0
2012-05-22,444.22,444.22,444.22,444.22,0.0
2012-05-23,447.05,447.05,447.05,447.05,0.0
2012-05-24,447.24,447.24,447.24,447.24,0.0
2012-05-29,477.0,477.0,477.0,477.0,0.0
2012-05-30,481.34,481.34,481.34,481.34,0.0
2012-05-31,503.04,503.04,503.04,503.04,0.0
2012-06-03,508.65,508.65,508.65,508.65,0.0
2012-06-04,508.09,508.09,508.09,508.09,0.0
2012-06-05,508.47,508.47,508.47,508.47,0.0
2012-06-06,518.75,518.75,518.75,518.75,0.0
2012-06-07,507.34,507.34,507.34,507.34,0.0
2012-06-10,497.84,497.84,497.84,497.84,0.0
2012-06-11,503.27,503.27,503.27,503.27,0.0
2012-06-12,493.21,493.21,493.21,493.21,0.0
2012-06-13,487.79,487.79,487.79,487.79,0.0
2012-06-14,488.35,488.35,488.35,488.35,0.0
2012-06-17,488.35,488.35,488.35,488.35,0.0
2012-06-18,487.97,487.97,487.97,487.97,0.0
2012-06-19,487.41,487.41,487.41,487.41,0.0
2012-06-20,487.97,487.97,487.97,487.97,0.0
2012-06-21,487.59,487.59,487.59,487.59,0.0
2012-06-25,488.16,488.16,488.16,488.16,0.0
2012-06-26,487.4,487.4,487.4,487.4,0.0
2012-06-27,483.71,483.71,483.71,483.71,0.0
2012-06-28,487.4,487.4,487.4,487.4,0.0
2012-07-01,491.09,491.09,491.09,491.09,0.0
2012-07-02,492.45,492.45,492.45,492.45,0.0
2012-07-04,497.49,497.49,497.49,497.49,0.0
2012-07-05,491.69,491.69,491.69,491.69,0.0
2012-07-08,490.93,490.93,490.93,490.93,0.0
2012-07-09,490.55,490.55,490.55,490.55,0.0
2012-07-10,495.98,495.98,495.98,495.98,0.0
2012-07-11,489.42,489.42,489.42,489.42,0.0
2012-07-12,489.04,489.04,489.04,489.04,0.0
2012-07-15,489.04,489.04,489.04,489.04,0.0
2012-07-17,489.42,489.42,489.42,489.42,0.0
2012-07-18,489.42,489.42,489.42,489.42,0.0
2012-07-23,489.42,489.42,489.42,489.42,0.0
2012-07-24,494.84,494.84,494.84,494.84,0.0
2012-07-25,489.42,489.42,489.42,489.42,0.0
2012-07-31,499.89,499.89,499.89,499.89,0.0
2012-08-05,499.13,499.13,499.13,499.13,0.0
2012-08-06,493.71,493.71,493.71,493.71,0.0
2012-08-07,495.48,495.48,495.48,495.48,0.0
2012-08-08,495.85,495.85,495.85,495.85,0.0
2012-08-12,495.48,495.48,495.48,495.48,0.0
2012-08-13,495.48,495.48,495.48,495.48,0.0
2012-08-14,495.85,495.85,495.85,495.85,0.0
2012-08-15,496.23,496.23,496.23,496.23,0.0
2012-08-19,496.23,496.23,496.23,496.23,0.0
2012-08-22,501.28,501.28,501.28,501.28,0.0
2012-08-23,502.22,502.22,502.22,502.22,0.0
2012-08-26,502.6,502.6,502.6,502.6,0.0
2012-08-27,502.98,502.98,502.98,502.98,0.0
2012-08-28,503.36,503.36,503.36,503.36,0.0
2012-08-29,505.81,505.81,505.81,505.81,0.0
2012-08-30,517.04,517.04,517.04,517.04,0.0
2012-09-02,522.08,522.08,522.08,522.08,0.0
2012-09-03,528.3,528.3,528.3,528.3,0.0
2012-09-04,528.11,528.11,528.11,528.11,0.0
2012-09-05,534.48,534.48,534.48,534.48,0.0
2012-09-06,533.92,533.92,533.92,533.92,0.0
2012-09-09,538.96,538.96,538.96,538.96,0.0
2012-09-10,540.32,540.32,540.32,540.32,0.0
2012-09-11,540.13,540.13,540.13,540.13,0.0
2012-09-12,541.49,541.49,541.49,541.49,0.0
2012-09-13,559.5,559.5,559.5,559.5,0.0
2012-09-16,579.28,579.28,579.28,579.28,0.0
2012-09-17,582.56,582.56,582.56,582.56,0.0
2012-09-18,575.78,575.78,575.78,575.78,0.0
2012-09-19,580.79,580.79,580.79,580.79,0.0
2012-09-20,582.11,582.11,582.11,582.11,0.0
2012-09-23,582.11,582.11,582.11,582.11,0.0
2012-09-25,575.71,575.71,575.71,575.71,0.0
2012-09-26,576.47,576.47,576.47,576.47,0.0
2012-09-30,564.46,564.46,564.46,564.46,0.0
2012-10-01,559.18,559.18,559.18,559.18,0.0
2012-10-02,565.58,565.58,565.58,565.58,0.0
2012-10-03,554.14,554.14,554.14,554.14,0.0
2012-10-04,551.42,551.42,551.42,551.42,0.0
2012-10-07,544.64,544.64,544.64,544.64,0.0
2012-10-08,544.64,544.64,544.64,544.64,0.0
2012-10-09,544.26,544.26,544.26,544.26,0.0
2012-10-10,560.12,560.12,560.12,560.12,0.0
2012-10-14,564.57,564.57,564.57,564.57,0.0
2012-10-15,558.17,558.17,558.17,558.17,0.0
2012-10-17,557.79,557.79,557.79,557.79,0.0
2012-10-18,564.57,564.57,564.57,564.57,0.0
2012-10-31,564.57,564.57,564.57,564.57,0.0
2012-11-01,564.95,564.95,564.95,564.95,0.0
2012-11-04,571.35,571.35,571.35,571.35,0.0
2012-11-05,571.73,571.73,571.73,571.73,0.0
2012-11-07,565.71,565.71,565.71,565.71,0.0
2012-11-08,567.98,567.98,567.98,567.98,0.0
2012-11-11,569.49,569.49,569.49,569.49,0.0
2012-11-12,606.11,606.11,606.11,606.11,0.0
