timestamp,open,high,low,close,volume
2011-03-20,334.43,334.43,334.43,334.43,0.0
2011-03-25,329.85,329.85,329.85,329.85,0.0
2011-03-27,323.45,323.45,323.45,323.45,0.0
2011-03-28,325.81,325.81,325.81,325.81,0.0
2011-03-29,325.27,325.27,325.27,325.27,0.0
2011-03-30,322.56,322.56,322.56,322.56,0.0
2011-03-31,323.19,323.19,323.19,323.19,0.0
2011-04-04,322.26,322.26,322.26,322.26,0.0
2011-04-05,319.99,319.99,319.99,319.99,0.0
2011-04-06,318.47,318.47,318.47,318.47,0.0
2011-04-07,317.46,317.46,317.46,317.46,0.0
2011-04-10,315.6,315.6,315.6,315.6,0.0
2011-04-11,314.38,314.38,314.38,314.38,0.0
2011-04-13,315.78,315.78,315.78,315.78,0.0
2011-04-17,314.58,314.58,314.58,314.58,0.0
2011-04-18,313.41,313.41,313.41,313.41,0.0
2011-04-19,312.1,312.1,312.1,312.1,0.0
2011-04-20,311.7,311.7,311.7,311.7,0.0
2011-04-21,310.66,310.66,310.66,310.66,0.0
2011-04-25,309.74,309.74,309.74,309.74,0.0
2011-04-26,309.75,309.75,309.75,309.75,0.0
2011-04-27,308.46,308.46,308.46,308.46,0.0
2011-04-28,306.68,306.68,306.68,306.68,0.0
2011-05-02,305.52,305.52,305.52,305.52,0.0
2011-05-03,303.49,303.49,303.49,303.49,0.0
2011-05-04,302.05,302.05,302.05,302.05,0.0
2011-05-05,302.14,302.14,302.14,302.14,0.0
2011-05-08,302.16,302.16,302.16,302.16,0.0
2011-05-09,300.85,300.85,300.85,300.85,0.0
2011-05-10,299.84,299.84,299.84,299.84,0.0
2011-05-11,300.79,300.79,300.79,300.79,0.0
2011-05-12,301.16,301.16,301.16,301.16,0.0
2011-05-15,301.87,301.87,301.87,301.87,0.0
2011-05-16,301.11,301.11,301.11,301.11,0.0
2011-05-18,298.5,298.5,298.5,298.5,0.0
2011-05-19,298.86,298.86,298.86,298.86,0.0
2011-05-22,298.74,298.74,298.74,298.74,0.0
